stop_id;stop_code;stop_name;stop_lat;stop_lon;location_type;parent_station;wheelchair_boarding
13187;LAPRO5;La Providence;49.4063734297;1.142643959;0;LAPRO;
10910;LAREN0;Renardière;49.487402705;1.1608045276;0;;
10912;LARMO;Coteaux du Larmont;49.4518405808;1.132710951;0;;
LAVAL;;La Vallée;49.51404964165;1.0380149462;1;;
10916;LAVAL0;La Vallée;49.5138224871;1.038193175;0;LAVAL;1
10917;LAVAL1;La Vallée;49.5142767962;1.0378367174;0;LAVAL;1
LAVOI;;Lavoisier;49.4346825553;1.1506845196;1;;
10918;LAVOI0;Lavoisier;49.4346683369;1.150609085;0;LAVOI;
10919;LAVOI1;Lavoisier;49.4346967737;1.1507599542;0;LAVOI;
LBLUM;;Léon Blum;49.40704287025;1.045290824;1;;
10920;LBLUM0;Léon Blum;49.4073237777;1.0454095962;0;LBLUM;1
10921;LBLUM1;Léon Blum;49.4067619628;1.0451720518;0;LBLUM;1
LBOIS;;Le Bois;49.51440660245;1.0316553783;1;;
10922;LBOIS0;Le Bois;49.5147644454;1.0316216721;0;LBOIS;1
10923;LBOIS1;Le Bois;49.5140487595;1.0316890845;0;LBOIS;1
LBOUR;;Le Bourg;49.41312703425;1.035140049;1;;
10924;LBOUR0;Le Bourg;49.4133075612;1.0352180833;0;LBOUR;
11176;LBOUR1;Le Bourg;49.4129465073;1.0350620147;0;LBOUR;1
LBRUY;;Lycée des Bruyères;49.4118120943333;1.07621064406667;1;;
11794;LBRU10;Lycée des Bruyères;49.4109869808;1.0772039888;0;LBRUY;
11796;LBRU11;Lycée des Bruyères;49.4109737685;1.0776586925;0;LBRUY;
13050;LBRUY1;Lycée des Bruyères;49.4134755337;1.0737692509;0;LBRUY;
12362;LBUEE0;Louis Buée;49.3778364291;1.1068626976;0;;
LCORM;;Cormonts;49.4529195986;1.0462279866;1;;
10931;LCORM0;Cormonts;49.453267954;1.0460400633;0;LCORM;
10932;LCORM1;Cormonts;49.4525712432;1.0464159099;0;LCORM;
13270;LEBON;Lebon;49.4054655674;1.0293189428;0;;
LECAR;;Lecarpentier;49.4437553222;1.12309125585;1;;
10939;LECAR0;Lecarpentier;49.4437276836;1.123023022;0;LECAR;
10940;LECAR1;Lecarpentier;49.4437829608;1.1231594897;0;LECAR;
LECOQ;;Lycée Flaubert - Lecoq;49.45357636625;1.12283095965;1;;
10947;LECOQ0;Lycée Flaubert - Lecoq;49.4538348372;1.12307288;0;LECOQ;
10948;LECOQ1;Lycée Flaubert - Lecoq;49.4533178953;1.1225890393;0;LECOQ;
LEFAU;;Le Faulx;49.3977410806333;1.20150921363333;1;;
21418;LEFAU0;Le Faulx;49.3976580512;1.202231429;0;LEFAU;
10952;LEFAU1;Le Faulx;49.3978194977;1.2012505275;0;LEFAU;
12786;LEFAU2;Le Faulx;49.397745693;1.2010456844;0;LEFAU;
LEFEB;;Lefèbvre;49.4386140534;1.02513129415;1;;
10953;LEFEB0;Lefèbvre;49.438597515;1.0252625956;0;LEFEB;
10954;LEFEB1;Lefèbvre;49.4386305918;1.0249999927;0;LEFEB;
LEHMA;;Lehmann;49.4695339894;1.07842414255;1;;
11842;LEHM20;Lehmann;49.4695368976;1.0782724383;0;LEHMA;1
11843;LEHM21;Lehmann;49.4695310812;1.0785758468;0;LEHMA;1
LEMAI;;Lemaire;49.400394334;1.12531537035;1;;
10959;LEMAI0;Lemaire;49.4003325682;1.1254269585;0;LEMAI;
10960;LEMAI1;Lemaire;49.4004560998;1.1252037822;0;LEMAI;
LEMOU;;Le Moulin;49.4785382367;1.16701930395;1;;
10961;LEMOU0;Le Moulin;49.4784337475;1.1668976089;0;LEMOU;
10962;LEMOU1;Le Moulin;49.4786427259;1.167140999;0;LEMOU;
LEONA;;Docteur Léonard;49.4517561865;1.10722700715;1;;
10963;LEONA0;Docteur Léonard;49.4517408166;1.107041347;0;LEONA;
10964;LEONA1;Docteur Léonard;49.4517715564;1.1074126673;0;LEONA;
LEPRE;;Leprettre;49.39705265455;1.06100722545;1;;
10969;LEPRE0;Leprettre;49.3972413473;1.0610094133;0;LEPRE;
10970;LEPRE1;Leprettre;49.3968639618;1.0610050376;0;LEPRE;
LERMI;;Centre J. L'Herminier;49.3338910165;1.0703240048;1;;
10971;LERMI0;Centre J. L'Herminier;49.3338744996;1.0704618964;0;LERMI;
10972;LERMI1;Centre J. L'Herminier;49.3339075334;1.0701861132;0;LERMI;
LESBU;;Les Buissonnets;49.3992960013;1.1367486357;1;;
12965;LESBU1;Les Buissonnets;49.3991031003;1.1367744445;0;LESBU;
12966;LESBU2;Les Buissonnets;49.3994889023;1.1367228269;0;LESBU;
LESCO;;Les Cottes;49.46560905245;1.09126860855;1;;
13253;LESCO1;Les Cottes;49.4655738128;1.0911184911;0;LESCO;
13254;LESCO2;Les Cottes;49.4656442921;1.091418726;0;LESCO;1
LESCU;;Val Lescure;49.41540693035;1.1347528034;1;;
10975;LESCU0;Val Lescure;49.4152505551;1.13483737;0;LESCU;1
10976;LESCU1;Val Lescure;49.4155633056;1.1346682368;0;LESCU;1
LESUE;;Lesueur;49.508838268;1.03666423455;1;;
10977;LESUE0;Lesueur;49.5088016015;1.0365961889;0;LESUE;1
10978;LESUE1;Lesueur;49.5088749345;1.0367322802;0;LESUE;1
LEVAL;;Le Val;49.41469079885;1.12047233235;1;;
12123;LEVAL0;Le Val;49.4145229694;1.1205337614;0;LEVAL;
12124;LEVAL1;Le Val;49.4148586283;1.1204109033;0;LEVAL;
LEVER;;Le Verrier;49.4692446432;1.07180769105;1;;
10979;LEVER0;Le Verrier;49.469297157;1.0716754386;0;LEVER;
10980;LEVER1;Le Verrier;49.4691921294;1.0719399435;0;LEVER;
LFEES;;Les Fées;49.454503184;1.11143995605;1;;
10981;LFEES0;Les Fées;49.4543778716;1.111043315;0;LFEES;
10982;LFEES1;Les Fées;49.4546284964;1.1118365971;0;LFEES;
12563;LGRIEU;Lycée Grieu;49.456217659;1.1338160368;0;;
LIBEL;;Libellules;49.4208883138;1.04275736985;1;;
10987;LIBEL0;Libellules;49.4208622019;1.0426265513;0;LIBEL;
10988;LIBEL1;Libellules;49.4209144257;1.0428881884;0;LIBEL;
LIBER;;Libération;49.4663938716;1.18275344875;1;;
11717;LIBER0;Libération;49.466347296;1.1828148021;0;LIBER;
11720;LIBER1;Libération;49.4664404472;1.1826920954;0;LIBER;
10991;LIEVR1;Chasselièvre;49.4522307325;1.0710634856;0;;
10996;LMICH;Louise Michel;49.439011179;1.1446122324;0;;
LOBEL;;Docteur Lobel;49.3833854272;1.00646950075;1;;
12467;LOBEL0;Docteur Lobel;49.38311836;1.006286342;0;LOBEL;
12468;LOBEL1;Docteur Lobel;49.3836524944;1.0066526595;0;LOBEL;
LOISI;;Parc de Loisirs;49.40968825445;1.1578855056;1;;
12521;LOISI1;Parc de Loisirs;49.4097188152;1.1577953075;0;LOISI;1
12522;LOISI2;Parc de Loisirs;49.4096576937;1.1579757037;0;LOISI;1
LOMBA;;Lombardie;49.46600020245;1.13173703275;1;;
12464;LOMBA0;Lombardie;49.4659570997;1.131469265;0;LOMBA;1
12465;LOMBA1;Lombardie;49.4660433052;1.1320048005;0;LOMBA;1
LOPOT;;Louis Poterat;49.428609537;1.07124062835;1;;
12990;LOPOT1;Louis Poterat;49.4286296038;1.0710128648;0;LOPOT;1
13137;LOPOT2;Louis Poterat;49.4285894702;1.0714683919;0;LOPOT;1
LOREL;;Lorelei;49.43301721545;1.1367416493;1;;
10998;LOREL0;Lorelei;49.4329730248;1.1363638768;0;LOREL;
10999;LOREL1;Lorelei;49.4330614061;1.1371194218;0;LOREL;
LORME;;Val Lormel;49.4030396982;1.157845654;1;;
11000;LORME0;Val Lormel;49.4029384943;1.1580613653;0;LORME;
11001;LORME1;Val Lormel;49.4031409021;1.1576299427;0;LORME;
LOUIS;;Ecole Louise Michel;49.382966563;1.02663870345;1;;
11004;LOUIS0;Ecole Louise Michel;49.3828709993;1.0267323157;0;LOUIS;
11005;LOUIS1;Ecole Louise Michel;49.3830621267;1.0265450912;0;LOUIS;
LSOUR;;La Source;49.5030635168;1.0430734236;1;;
11011;LSOUR0;La Source;49.5028446677;1.0431893088;0;LSOUR;1
11012;LSOUR1;La Source;49.5032823659;1.0429575384;0;LSOUR;1
LTILL;;Les Tilleuls;49.5280301178;1.04621629265;1;;
11013;LTILL0;Les Tilleuls;49.5281160337;1.0466902468;0;LTILL;
11014;LTILL1;Les Tilleuls;49.5279442019;1.0457423385;0;LTILL;
LUBRI;;Lubrizol;49.43738721215;1.05502512005;1;;
13081;LUBRI1;Lubrizol;49.4374801917;1.0550036363;0;LUBRI;
13082;LUBRI2;Lubrizol;49.4372942326;1.0550466038;0;LUBRI;
LUCIE;;Sainte-Lucie;49.4052215057;1.05487011615;1;;
11015;LUCIE0;Sainte-Lucie;49.4048816416;1.0554362014;0;LUCIE;
11016;LUCIE1;Sainte-Lucie;49.4055613698;1.0543040309;0;LUCIE;1
LUCIL;;Luciline;49.4464697933;1.0704135678;1;;
13147;LUCIL1;Luciline;49.4464290147;1.0703801294;0;LUCIL;1
13148;LUCIL2;Luciline;49.4465105719;1.0704470062;0;LUCIL;1
LURCA;;Jean Lurçat;49.3852008052;1.0995814222;1;;
11019;LURCA0;Jean Lurçat;49.3854601536;1.0994650693;0;LURCA;1
11020;LURCA1;Jean Lurçat;49.3849414568;1.0996977751;0;LURCA;
LUSSA;;Gay-Lussac;49.413795678;1.0463455559;1;;
11021;LUSSA0;Gay-Lussac;49.4138835773;1.0461643342;0;LUSSA;1
11022;LUSSA1;Gay-Lussac;49.4137077787;1.0465267776;0;LUSSA;1
12952;LUTHE2;Luther King;49.4521525969;1.0348476186;0;;
11023;LVALL;Longs Vallons;49.485000617;1.0631655738;0;;
LVILL;;Le Village;49.470316403;1.0841119013;1;;
11025;LVILL0;Le Village;49.4704261425;1.0834337516;0;LVILL;1
11026;LVILL1;Le Village;49.4702066635;1.084790051;0;LVILL;1
LYCOR;;Lycée Corneille;49.4453150257;1.09978293325;1;;
11029;LYCOR0;Lycée Corneille;49.4451067533;1.0996226241;0;LYCOR;
11030;LYCOR1;Lycée Corneille;49.4455232981;1.0999432424;0;LYCOR;
LYFLA;;Lycée Flaubert;49.45125728;1.1215878854;1;;
13016;LYFLA1;Lycée Flaubert;49.4505840435;1.1223093591;0;LYFLA;1
13023;LYFLA2;Lycée Flaubert;49.4506532574;1.1220459056;0;LYFLA;1
13255;LYFLA3;Lycée Flaubert;49.4525345391;1.1204083915;0;LYFLA;
LYLEG;;Lycée Fernand Léger;49.3647280627333;1.01365096283333;1;;
11033;LYLEG0;Lycée Fernand Léger;49.3649517644;1.0136358772;0;LYLEG;
11034;LYLEG1;Lycée Fernand Léger;49.3653143755;1.0139291801;0;LYLEG;
13335;LYLEG2;Lycée Fernand Léger;49.3639180483;1.0133878312;0;LYLEG;
MACIM;;Cimetière de Maromme;49.47972551445;1.0356526376;1;;
12894;MACIM1;Cimetière de Maromme;49.4797943602;1.0357887643;0;MACIM;
12900;MACIM2;Cimetière de Maromme;49.4796566687;1.0355165109;0;MACIM;
MAINE;;Maromme La Maine;49.4821491623;1.01852106025;1;;
13303;MAINE1;La Maine;49.4819013096;1.0188583643;0;MAINE;
13304;MAINE2;La Maine;49.482397015;1.0181837562;0;MAINE;
MAIS1;;Maison de l'Emploi;49.45920744795;1.13826194735;1;;
11039;MAIS10;Maison de l'Emploi;49.4590259635;1.1381925481;0;MAIS1;1
11040;MAIS21;Maison de l'Emploi;49.4593889324;1.1383313466;0;MAIS1;1
MAISO;;Maison Normande;49.45880414255;1.05550657245;1;;
11041;MAISO1;Maison Normande;49.4590632829;1.055376051;0;MAISO;1
11042;MAISO2;Maison Normande;49.4585450022;1.0556370939;0;MAISO;1
MALAT;;Malatiré;49.4520709152;1.0945555911;1;;
11045;MALAT0;Malatiré;49.4522642104;1.0932624677;0;MALAT;
11046;MALAT1;Malatiré;49.45187762;1.0958487145;0;MALAT;
MALAU;;Mairie de Malaunay;49.52394149015;1.04148272535;1;;
11047;MALAU0;Mairie de Malaunay;49.5241544619;1.0416567256;0;MALAU;1
11048;MALAU1;Mairie de Malaunay;49.5237285184;1.0413087251;0;MALAU;1
MALEC;;Maréchal Leclerc;49.401260661925;1.1653608647;1;;
12526;MALEC2;Maréchal Leclerc;49.4009432234;1.1669575732;0;MALEC;
12527;MALEC3;Maréchal Leclerc;49.4010739982;1.1658545869;0;MALEC;
12528;MALEC4;Maréchal Leclerc;49.4014719001;1.1642761442;0;MALEC;
12529;MALEC5;Maréchal Leclerc;49.401553526;1.1643551545;0;MALEC;
MALOT;;Collège Malot;49.4078292208333;1.1541351732;1;;
11050;MALOT1;Collège Malot;49.4078203933;1.1538462488;0;MALOT;1
12520;MALOT2;Collège Malot;49.4078768545;1.1541065383;0;MALOT;1
12933;MALOT3;Collège Malot;49.4077904147;1.1544527325;0;MALOT;
MALRA;;Malraux;49.4494309078;1.14084911685;1;;
12410;MALRA1;Malraux;49.4494584678;1.1409104798;0;MALRA;1
12411;MALRA2;Malraux;49.4494033478;1.1407877539;0;MALRA;1
MANET;;Manets;49.40049213935;1.18657320115;1;;
12867;MANET1;Manets;49.4004464769;1.1864955015;0;MANET;
12868;MANET2;Manets;49.4005378018;1.1866509008;0;MANET;
MARBE;;Marbeuf;49.3555278105;0.94535340905;1;;
11991;MARBE0;Marbeuf;49.3556986598;0.9452681836;0;MARBE;
12008;MARBE1;Marbeuf;49.3553569612;0.9454386345;0;MARBE;
MARED;;Mare aux Daims;49.38997966125;1.07302534645;1;;
12455;MARE0;Mare aux Daims;49.3899600493;1.0731897007;0;MARED;
12456;MARE1;Mare aux Daims;49.3899992732;1.0728609922;0;MARED;
MAROM;;Maromme Centre;49.481711208;1.0427789141;1;;
13308;MAROM1;Centre;49.481844963;1.0426859096;0;MAROM;1
13309;MAROM2;Centre;49.481577453;1.0428719186;0;MAROM;
MAROY;;Coteaux du Roy;49.47694564955;1.0307186384;1;;
12892;MAROY1;Coteaux du Roy;49.4765982226;1.0309894541;0;MAROY;
12898;MAROY2;Coteaux du Roy;49.4772930765;1.0304478227;0;MAROY;
MARQU;;Marquette;49.39004739405;1.10479457975;1;;
10811;MARQU0;Marquette;49.3900491054;1.1045229272;0;MARQU;1
10812;MARQU1;Marquette;49.3900456827;1.1050662323;0;MARQU;1
MARTA;;Martainville;49.4379800740333;1.10551415936667;1;;
12138;MART10;Martainville;49.437988188;1.1054290109;0;MARTA;1
12137;MARTA;Martainville;49.4380775817;1.1053855336;0;MARTA;1
11056;MARTA1;Martainville;49.4377424462;1.1051180653;0;MARTA;1
12365;MARTA3;Martainville;49.4378336964;1.1061353102;0;MARTA;
12134;MARTT1;Martainville;49.4380883934;1.1055643652;0;MARTA;1
12157;MARTT2;Martainville;49.4381501385;1.105452671;0;MARTA;1
MASSE;;Square Massenet;49.42071614005;1.13337334855;1;;
11057;MASSE0;Square Massenet;49.4209198325;1.1330793636;0;MASSE;
11058;MASSE1;Square Massenet;49.4205124476;1.1336673335;0;MASSE;
MASUD;;Plein Sud;49.47820798935;1.02700522995;1;;
12891;MASUD1;Plein Sud;49.4781484157;1.0273100744;0;MASUD;
12897;MASUD2;Plein Sud;49.478267563;1.0267003855;0;MASUD;
MATHI;;Clinique Mathilde;49.4277426648;1.09563798845;1;;
11059;MATHI0;Clinique Mathilde;49.4276462159;1.0956504395;0;MATHI;1
11060;MATHI1;Clinique Mathilde;49.4278391137;1.0956255374;0;MATHI;1
MATIS;;Collège Matisse;49.35034150475;1.0003295827;1;;
11061;MATIS0;Collège Matisse;49.3503057922;1.0001478553;0;MATIS;1
11062;MATIS1;Collège Matisse;49.3503772173;1.0005113101;0;MATIS;1
MAULE;;Maulévrier;49.468565611;1.0760218646;1;;
11063;MAULE0;Maulévrier;49.4684394632;1.0755562964;0;MAULE;1
11064;MAULE1;Maulévrier;49.4686917588;1.0764874328;0;MAULE;1
MAUTI;;Mairie des Authieux;49.3409953928;1.13327024615;1;;
12256;MAUTI0;Mairie des Authieux;49.3410577823;1.1332200134;0;MAUTI;
12261;MAUTI1;Mairie des Authieux;49.3409330033;1.1333204789;0;MAUTI;
MAXPO;;Max Pouchet;49.4704780039;1.11673013135;1;;
13162;MAXPO1;Max Pouchet;49.4703611631;1.1169465824;0;MAXPO;
13163;MAXPO2;Max Pouchet;49.4705948447;1.1165136803;0;MAXPO;
13356;MCURIE;Marie Curie - MTC;49.4378617977;1.1148532426;0;;
22383;MD210;210 Route de Saint-Wandrille;49.5150075389;0.8137742389;0;;
22380;MD27R;27 Route du Trait;49.5124896999;0.815008165;0;;
MD34G;;34 Route de Glatigny;49.5200004313;0.81931773845;1;;
22389;MD34G1;34 Route de Glatigny;49.5198754877;0.8193835417;0;MD34G;
22390;MD34G2;34 Route de Glatigny;49.5201253749;0.8192519352;0;MD34G;
MD60G;;60 Route de Glatigny;49.5200221319;0.8131971433;1;;
22630;MD60G1;60 Route de Glatigny;49.5199349414;0.8134067289;0;MD60G;
22631;MD60G2;60 Route de Glatigny;49.5201093224;0.8129875577;0;MD60G;
24015;MD60R;60 Route de Glatigny;49.519937652;0.812909877;0;;
22388;MD64R;64 Route de la Boudinière;49.5201145714;0.8048872338;0;;
22387;MD99R;99 Route de la Boudinière;49.5209267068;0.800930051;0;;
22616;MDBEA;Le Beauquesnay;49.5245363477;0.8022016985;0;;
22384;MDBOU;La Boulevue;49.5156142141;0.8105964247;0;;
MDCAL;;Le Calibours;49.5150474144;0.817650256;1;;
22382;MDCAL1;Le Calibours;49.5148613827;0.8171452597;0;MDCAL;
22381;MDCAL2;Le Calibours;49.5152334461;0.8181552523;0;MDCAL;
MDCHA;;La Chapelle;49.5066339127;0.82084543715;1;;
22368;MDCHA1;La Chapelle;49.5066260586;0.8209353412;0;MDCHA;
22367;MDCHA2;La Chapelle;49.5066417668;0.8207555331;0;MDCHA;
22375;MDCOR;La Corderie;49.5022767213;0.8151325939;0;;
22361;MDCOU;École J.-Y. Cousteau;49.5094793807;0.8400828696;0;;1
MDFOR;;Maison Forestière;49.5043837269;0.80946915535;1;;
22376;MDFOR1;Maison Forestière;49.5043241321;0.8093743692;0;MDFOR;
22377;MDFOR2;Maison Forestière;49.5044433217;0.8095639415;0;MDFOR;
MDLAC;;La Chanteraine;49.5157072831;0.80801340415;1;;
22385;MDLAC1;La Chanteraine;49.5155328511;0.8091362617;0;MDLAC;
22386;MDLAC2;La Chanteraine;49.5158817151;0.8068905466;0;MDLAC;
22374;MDLAF;La Fondance;49.5095113378;0.8203393832;0;;
MDLOT;;Lotissement;49.5081829724;0.8115286133;1;;
22378;MDLOT1;Lotissement;49.5078740223;0.8108963085;0;MDLOT;
22379;MDLOT2;Lotissement;49.5084919225;0.8121609181;0;MDLOT;
MDMAI;;Mairie de Sainte-Marguerite;49.5096741636;0.84166375;1;;
22363;MDMAI1;Mairie de Sainte-Marguerite;49.5097496428;0.8415925624;0;MDMAI;
21457;MDMSM;Mairie de Sainte-Marguerite;49.5095986844;0.8417349376;0;MDMAI;
MDMON;;Les Monts;49.5064427315;0.8353708785;1;;
22364;MDMON1;Les Monts;49.5063841869;0.8353588011;0;MDMON;
22365;MDMON2;Les Monts;49.5065012761;0.8353829559;0;MDMON;
22373;MDPOI;La Poissonnerie;49.5000528281;0.8348135132;0;;
MDRON;;Ronceray;49.5050435799;0.8489725068;1;;
22359;MDRON1;Ronceray;49.5055166551;0.8487242337;0;MDRON;
22360;MDRON2;Ronceray;49.5045705047;0.8492207799;0;MDRON;
MDVAL;;Le Val Baret;49.5030237338;0.8403774726;1;;
22370;MDVAL1;Le Val Baret;49.5030023242;0.8408241218;0;MDVAL;
22371;MDVAL2;Le Val Baret;49.5031024777;0.84093155;0;MDVAL;
22372;MDVAL3;Le Val Baret;49.5029663995;0.839376746;0;MDVAL;
MEPIN;;Mairie de Saint-Aubin-Epinay;49.42271109895;1.17831962635;1;;
11070;MEPIN;Mairie de Saint-Aubin-Epinay;49.4227191537;1.1782230407;0;MEPIN;1
11071;MEPIN1;Mairie de Saint-Aubin-Epinay;49.4227030442;1.178416212;0;MEPIN;1
MERAI;;Pommeraie;49.4515667856;1.02401433675;1;;
11072;MERAI0;Pommeraie;49.4514766726;1.0240922218;0;MERAI;
11073;MERAI1;Pommeraie;49.4516568986;1.0239364517;0;MERAI;
MERID;;Méridienne;49.42556024805;1.0824789376;1;;
11074;MERID0;Méridienne;49.4250525417;1.0820368567;0;MERID;
11075;MERID1;Méridienne;49.4260679544;1.0829210185;0;MERID;
11076;MERMO1;Mermoz;49.4627033939;1.0572283658;0;;
MESAN;;Mésangère;49.49492979465;1.13926170815;1;;
11077;MESAN0;Mésangère;49.4949694569;1.1391849269;0;MESAN;1
11078;MESAN1;Mésangère;49.4948901324;1.1393384894;0;MESAN;1
MESNI;;Rue du Mesnil;49.49713063065;1.15496674775;1;;
12512;MESNI0;Rue du Mesnil;49.4972092327;1.1549666563;0;MESNI;
12513;MESNI1;Rue du Mesnil;49.4970520286;1.1549668392;0;MESNI;
METRO;;Métro;49.4131598114;1.11212968135;1;;
11079;METRO0;Métro;49.4129806908;1.1121847361;0;METRO;
11080;METRO1;Métro;49.413338932;1.1120746266;0;METRO;
MFONT;;Mairie de Fontaine;49.481628193;1.16652449625;1;;
12131;MFONT0;Mairie de Fontaine;49.4813910136;1.1666150156;0;MFONT;1
12132;MFONT1;Mairie de Fontaine;49.4818653724;1.1664339769;0;MFONT;1
MGOUY;;Mairie de Gouy;49.3547051299;1.1478774062;1;;
12354;MGOUY0;Mairie de Gouy;49.3547613407;1.1476560435;0;MGOUY;
12355;MGOUY1;Mairie de Gouy;49.3546489191;1.1480987689;0;MGOUY;1
MIANN;;École Miannay;49.52309836025;1.03575665315;1;;
12720;MIANN1;École Miannay;49.5232142629;1.0360917888;0;MIANN;
12721;MIANN2;École Miannay;49.5229824576;1.0354215175;0;MIANN;
MICHE;;Michel Corroy;49.4040853734;1.05828420105;1;;
11081;MICHE0;Michel Corroy;49.4040833887;1.0580973169;0;MICHE;
11082;MICHE1;Michel Corroy;49.4040873581;1.0584710852;0;MICHE;
MILTH;;Bois Milthuit;49.38509432935;1.03539735;1;;
11086;MILTH0;Bois Milthuit;49.3851877471;1.0353124062;0;MILTH;
11087;MILTH1;Bois Milthuit;49.3850009116;1.0354822938;0;MILTH;
MIMOU;;Mairie de Moulineaux;49.3420353729;0.9658442695;1;;
11088;MIMOU0;Mairie de Moulineaux;49.3420899714;0.9659046904;0;MIMOU;
11089;MIMOU1;Mairie de Moulineaux;49.3419807744;0.9657838486;0;MIMOU;
MIN;;MIN;49.4495518753714;1.04801953064286;1;;
11090;MIN1T;MIN;49.4492828983;1.0480696076;0;MIN;1
11091;MIN2T;MIN;49.4493188239;1.0480687037;0;MIN;1
11094;MIN3;MIN - Lecoeur;49.4496166758;1.0473584537;0;MIN;
11097;MIN4;MIN - Lecoeur;49.4501529061;1.0470969203;0;MIN;
11098;MIN5;MIN;49.449551607;1.0488344993;0;MIN;
11099;MIN6;MIN;49.449365942;1.049114757;0;MIN;
21092;MIN7;MIN - Lecoeur;49.4495742745;1.0475937729;0;MIN;
MIREL;;Mont-Mirel;49.47617478445;1.04883334615;1;;
11102;MIREL0;Mont-Mirel;49.4761446019;1.0489512922;0;MIREL;
11103;MIREL1;Mont-Mirel;49.476204967;1.0487154001;0;MIREL;
23199;MJ134;Le Conihout 1346;49.400746353;0.8614019916;0;;
22629;MJ182;Le Conihout 1827;49.3981909024;0.855239389;0;;
23047;MJ215;Le Halage 2155;49.4326643631;0.8581548845;0;;
22538;MJ218;Le Conihout 2189;49.3963611974;0.851850799;0;;
22543;MJ255;Le Halage 255;49.4161075843;0.8656144597;0;;
22537;MJ261;Le Conihout 2619;49.3953713133;0.8466347819;0;;
22545;MJ266;Le Halage 2665;49.4379026064;0.8567224479;0;;
22536;MJ310;Le Conihout 3103;49.3956251809;0.8395793866;0;;
23198;MJ337;Le Halage 3371;49.4455899194;0.8557287118;0;;
23182;MJ418;Le Halage 4187;49.4514990989;0.8547999074;0;;
22546;MJ470;Le Halage 4700;49.4556034055;0.8546811428;0;;
23210;MJ543;Le Conihout 543;49.4071175836;0.8636969962;0;;
22544;MJ841;Le Halage 841;49.4205197806;0.8634770568;0;;
22539;MJ909;Le Conihout 909;49.4034419906;0.8636236243;0;;
22547;MJHAL;Le Halage - Ébénisterie;49.4260207144;0.8607432139;0;;
MJLAC;;La Cité des Marais;49.41034065775;0.85034428765;1;;
22541;MJLAC1;La Cité des Marais;49.4103689612;0.8504536236;0;MJLAC;
22542;MJLAC2;La Cité des Marais;49.4103123543;0.8502349517;0;MJLAC;
MJPLA;;Place Joseph Lefèbvre;49.4120074412;0.8591156515;1;;
23041;MJPLA1;Place Joseph Lefèbvre;49.4120638774;0.8589556696;0;MJPLA;
22540;MJPLA2;Place Joseph Lefèbvre;49.411951005;0.8592756334;0;MJPLA;
MMAIR;;Hôtel de Ville de Maromme;49.4821392862;1.04039650555;1;;
11106;MMAIR0;Hôtel de Ville de Maromme;49.4822179226;1.0406082326;0;MMAIR;1
11107;MMAIR1;Hôtel de Ville de Maromme;49.4820606498;1.0401847785;0;MMAIR;1
MNEUV;;Mairie de La Neuville;49.3676365049;1.2439693716;1;;
12324;MNEUV0;Mairie de La Neuville;49.3674887977;1.2441515738;0;MNEUV;
12330;MNEUV1;Mairie de La Neuville;49.3677842121;1.2437871694;0;MNEUV;
MOINE;;Val aux Moines;49.46941979845;1.1579969528;1;;
11108;MOINE0;Val aux Moines;49.4695011731;1.1578208339;0;MOINE;
11109;MOINE1;Val aux Moines;49.4693384238;1.1581730717;0;MOINE;
MOISE;;Moïse;49.4535745937;1.0609153574;1;;
11110;MOISE0;Moïse;49.4535163605;1.0609305886;0;MOISE;
11111;MOISE1;Moïse;49.4536328269;1.0609001262;0;MOISE;
MOLIE;;Molière;49.4107869021;1.0474793678;1;;
11112;MOLIE0;Molière;49.4109092219;1.0473661385;0;MOLIE;
11113;MOLIE1;Molière;49.4106645823;1.0475925971;0;MOLIE;
MONMA;;Mont-Maclou;49.4414584696;1.14283293035;1;;
13323;MONMA1;Mont-Maclou;49.4414132359;1.1426878185;0;MONMA;
13322;MONMA2;Mont-Maclou;49.4415037033;1.1429780422;0;MONMA;
MONRO;;Mont Roty;49.4839477011;1.1664800812;1;;
12973;MONRO1;Mont Roty;49.4836055147;1.1663954797;0;MONRO;
12975;MONRO2;Mont Roty;49.4842898875;1.1665646827;0;MONRO;
MONTM;;Mairie de Montmain;49.407787365;1.24027577575;1;;
13065;MONTM1;Mairie de Montmain;49.4079321607;1.2401448963;0;MONTM;
13066;MONTM2;Mairie de Montmain;49.4076425693;1.2404066552;0;MONTM;
MONUM;;Côte du Monumental;49.44931787775;1.1148090206;1;;
11116;MONUM0;Côte du Monumental;49.4491357821;1.1150131642;0;MONUM;1
11117;MONUM1;Côte du Monumental;49.4494999734;1.114604877;0;MONUM;1
MOPRE;;Moulin des Prés;49.41234432835;1.1543545747;1;;
11118;MOPRE0;Moulin des Prés;49.4124926275;1.1539036541;0;MOPRE;1
11119;MOPRE1;Moulin des Prés;49.4121960292;1.1548054953;0;MOPRE;
MORIN;;Morin;49.4548479857;1.09118084255;1;;
11120;MORIN0;Morin;49.454715329;1.0913838907;0;MORIN;1
11121;MORIN1;Morin;49.4549806424;1.0909777944;0;MORIN;1
MORRI;;Général Morris;49.44052700285;1.038342805;1;;
11122;MORRI0;Général Morris;49.440417444;1.0381802565;0;MORRI;
11123;MORRI1;Général Morris;49.4406365617;1.0385053535;0;MORRI;
MORTS;;Monument aux Morts;49.3723770253;1.2345170542;1;;
